ID interactor A	ID interactor B	Alt. ID interactor A	Alt. ID interactor B	Alias(es) interactor A	Alias(es) interactor B	Interaction detection method(s)	Publication 1st author(s)	Publication Identifier(s)	Taxid interactor A	Taxid interactor B	Interaction type(s)	Source database(s)	Interaction identifier(s)	Confidence value(s)	Processing Status	
DIP-10773N|refseq:NP_417539|uniprotkb:P00579	DIP-10800N|refseq:NP_312945|uniprotkb:P0AFX4	 -	-	-	-	MI:0401(biochemical)|MI:0004(affinity chromatography technology)|MI:0018(two hybrid)|MI:0069(mass spectrometry studies of complexes)|MI:0004(affinity chromatography technology)|MI:0018(two hybrid)|MI:0401(biochemical)|MI:0004(affinity chromatography technology)|MI:0404(comigration in non denaturing gel electrophoresis)|MI:0069(mass spectrometry studies of complexes)|MI:0004(affinity chromatography technology)	-	pubmed:14687566|pubmed:DIP-4019S|pubmed:11292818|pubmed:DIP-4006S|pubmed:11591686|pubmed:DIP-4005S|pubmed:14962387|pubmed:DIP-4044S|pubmed:14687566|pubmed:DIP-4019S|pubmed:14687566|pubmed:DIP-4019S|pubmed:14687566|pubmed:DIP-4019S|pubmed:9560209|pubmed:DIP-4020S|pubmed:14687566|pubmed:DIP-4019S|pubmed:14687566|pubmed:DIP-4019S|pubmed:9560209|pubmed:DIP-4020S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0218(physical interaction)	MI:0465(dip)	DIP-45041E	dip-quality-status:core	dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)		-
DIP-10181N|refseq:NP_418542|uniprotkb:P0ACH8	DIP-10773N|refseq:NP_417539|uniprotkb:P00579	 -	-	-	-	MI:0401(biochemical)|MI:0254(genetic interference)	-	pubmed:14982625|pubmed:DIP-4007S|pubmed:14982625|pubmed:DIP-4007S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0218(physical interaction)|MI:0254(genetic interference)	MI:0465(dip)	DIP-45042E	dip-quality-status:core	dip:0002(small scale)|dip:0002(small scale)		-
DIP-10181N|refseq:NP_418542|uniprotkb:P0ACH8	DIP-6872N|refseq:NP_289856|uniprotkb:P00574	 -	-	-	-	MI:0401(biochemical)	-	pubmed:14982626|pubmed:DIP-4008S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0218(physical interaction)	MI:0465(dip)	DIP-45043E	dip-quality-status:core	dip:0002(small scale)		-
DIP-10773N|refseq:NP_417539|uniprotkb:P00579	DIP-6872N|refseq:NP_289856|uniprotkb:P00574	 -	-	-	-	MI:0254(genetic interference)|MI:0030(cross-linking study)|MI:0069(mass spectrometry studies of complexes)|MI:0404(comigration in non denaturing gel electrophoresis)|MI:0401(biochemical)|MI:0004(affinity chromatography technology)|MI:0030(cross-linking study)|MI:0004(affinity chromatography technology)|MI:0030(cross-linking study)|MI:0676(tandem affinity purification)|MI:0676(tandem affinity purification)	-	pubmed:12820974|pubmed:DIP-4009S|pubmed:7918430|pubmed:DIP-4048S|pubmed:14962387|pubmed:DIP-4044S|pubmed:14962387|pubmed:DIP-4044S|pubmed:12820974|pubmed:DIP-4009S|pubmed:9560209|pubmed:DIP-4020S|pubmed:321015|pubmed:DIP-4047S|pubmed:10322021|pubmed:DIP-4243S|pubmed:10079080|pubmed:DIP-4045S|pubmed:15690043|pubmed:DIP-4168S|pubmed:15690043|pubmed:DIP-4168S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0254(genetic interference)|MI:0407(direct interaction)|MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0407(direct interaction)|MI:0218(physical interaction)|MI:0407(direct interaction)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-45044E	dip-quality-status:core	dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)|dip:0005(high throughput)|dip:0005(high throughput)		-
DIP-10306N|refseq:NP_288782|uniprotkb:P0ABL5	DIP-10310N|refseq:NP_416708|uniprotkb:P33934	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14674886|pubmed:DIP-4010S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0218(physical interaction)	MI:0465(dip)	DIP-45045E	dip-quality-status:core	dip:0002(small scale)		-
DIP-1158N|refseq:NP_285791|uniprotkb:P06138	DIP-9703N|refseq:NP_415410|uniprotkb:P46889	 -	-	-	-	MI:0018(two hybrid)|MI:0676(tandem affinity purification)	-	pubmed:14663069|pubmed:DIP-4011S|pubmed:15690043|pubmed:DIP-4168S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0218(physical interaction)|MI:0915(physical association)	MI:0465(dip)	DIP-45046E	dip-quality-status:core	dip:0002(small scale)|dip:0005(high throughput)		-
DIP-9704N|refseq:NP_285779|uniprotkb:P22187	DIP-9706N|refseq:NP_414635|uniprotkb:P06136	 -	-	-	-	MI:0018(two hybrid)|MI:0018(two hybrid)	-	pubmed:14663069|pubmed:DIP-4011S|pubmed:15774864|pubmed:DIP-4210S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0218(physical interaction)|MI:0218(physical interaction)	MI:0465(dip)	DIP-45049E	dip-quality-status:core	dip:0002(small scale)|dip:0002(small scale)		-
DIP-9706N|refseq:NP_414635|uniprotkb:P06136	DIP-9705N|refseq:NP_418368|uniprotkb:P29131	 -	-	-	-	MI:0018(two hybrid)|MI:0018(two hybrid)	-	pubmed:14663069|pubmed:DIP-4011S|pubmed:15774864|pubmed:DIP-4210S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0218(physical interaction)|MI:0218(physical interaction)	MI:0465(dip)	DIP-45050E	dip-quality-status:core	dip:0002(small scale)|dip:0002(small scale)		-
DIP-9702N|refseq:NP_285780|uniprotkb:P04286	DIP-9706N|refseq:NP_414635|uniprotkb:P06136	 -	-	-	-	MI:0018(two hybrid)|MI:0018(two hybrid)	-	pubmed:14663069|pubmed:DIP-4011S|pubmed:15774864|pubmed:DIP-4210S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0218(physical interaction)|MI:0218(physical interaction)	MI:0465(dip)	DIP-45051E	dip-quality-status:core	dip:0002(small scale)|dip:0002(small scale)		-
DIP-9707N|refseq:NP_285785|uniprotkb:P16457	DIP-9706N|refseq:NP_414635|uniprotkb:P06136	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14663069|pubmed:DIP-4011S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0218(physical interaction)	MI:0465(dip)	DIP-45052E	dip-quality-status:core	dip:0002(small scale)		-
DIP-9703N|refseq:NP_415410|uniprotkb:P46889	DIP-9706N|refseq:NP_414635|uniprotkb:P06136	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14663069|pubmed:DIP-4011S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0218(physical interaction)	MI:0465(dip)	DIP-45053E	dip-quality-status:core	dip:0002(small scale)		-
DIP-9707N|refseq:NP_285785|uniprotkb:P16457	DIP-9704N|refseq:NP_285779|uniprotkb:P22187	 -	-	-	-	MI:0018(two hybrid)|MI:0018(two hybrid)	-	pubmed:15774864|pubmed:DIP-4210S|pubmed:14663069|pubmed:DIP-4011S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0218(physical interaction)|MI:0218(physical interaction)	MI:0465(dip)	DIP-45054E	dip-quality-status:core	dip:0002(small scale)|dip:0002(small scale)		-
DIP-9704N|refseq:NP_285779|uniprotkb:P22187	DIP-9703N|refseq:NP_415410|uniprotkb:P46889	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14663069|pubmed:DIP-4011S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0218(physical interaction)	MI:0465(dip)	DIP-45055E	dip-quality-status:core	dip:0002(small scale)		-
DIP-9702N|refseq:NP_285780|uniprotkb:P04286	DIP-9705N|refseq:NP_418368|uniprotkb:P29131	 -	-	-	-	MI:0018(two hybrid)|MI:0018(two hybrid)	-	pubmed:15774864|pubmed:DIP-4210S|pubmed:14663069|pubmed:DIP-4011S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0218(physical interaction)|MI:0218(physical interaction)	MI:0465(dip)	DIP-45056E	dip-quality-status:core	dip:0002(small scale)|dip:0002(small scale)		-
DIP-9707N|refseq:NP_285785|uniprotkb:P16457	DIP-9705N|refseq:NP_418368|uniprotkb:P29131	 -	-	-	-	MI:0018(two hybrid)|MI:0018(two hybrid)	-	pubmed:14663069|pubmed:DIP-4011S|pubmed:15774864|pubmed:DIP-4210S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0218(physical interaction)|MI:0218(physical interaction)	MI:0465(dip)	DIP-45058E	dip-quality-status:core	dip:0002(small scale)|dip:0002(small scale)		-
DIP-9702N|refseq:NP_285780|uniprotkb:P04286	DIP-9702N|refseq:NP_285780|uniprotkb:P04286	-	-	-	-	MI:0018(two hybrid)	-	pubmed:14663069|pubmed:DIP-4011S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0218(physical interaction)	MI:0465(dip)	DIP-45059E	dip-quality-status:core	dip:0002(small scale)		-
DIP-9702N|refseq:NP_285780|uniprotkb:P04286	DIP-9707N|refseq:NP_285785|uniprotkb:P16457	 -	-	-	-	MI:0018(two hybrid)|MI:0018(two hybrid)	-	pubmed:14663069|pubmed:DIP-4011S|pubmed:15774864|pubmed:DIP-4210S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0218(physical interaction)|MI:0218(physical interaction)	MI:0465(dip)	DIP-45060E	dip-quality-status:core	dip:0002(small scale)|dip:0002(small scale)		-
DIP-9702N|refseq:NP_285780|uniprotkb:P04286	DIP-9703N|refseq:NP_415410|uniprotkb:P46889	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14663069|pubmed:DIP-4011S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0218(physical interaction)	MI:0465(dip)	DIP-45061E	dip-quality-status:core	dip:0002(small scale)		-
DIP-1157N|refseq:NP_416907|uniprotkb:P77173	DIP-1157N|refseq:NP_416907|uniprotkb:P77173	-	-	-	-	MI:0018(two hybrid)	-	pubmed:14663069|pubmed:DIP-4011S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0218(physical interaction)	MI:0465(dip)	DIP-45062E	dip-quality-status:core	dip:0002(small scale)		-
DIP-9700N|refseq:NP_285790|uniprotkb:P06137	DIP-1157N|refseq:NP_416907|uniprotkb:P77173	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14663069|pubmed:DIP-4011S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0218(physical interaction)	MI:0465(dip)	DIP-45063E	dip-quality-status:core	dip:0002(small scale)		-
DIP-10440N|refseq:NP_289596|uniprotkb:P20082	DIP-10850N|refseq:NP_415213|uniprotkb:P36658	 -	-	-	-	MI:0018(two hybrid)	-	pubmed:14512422|pubmed:DIP-4012S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0218(physical interaction)	MI:0465(dip)	DIP-45064E	dip-quality-status:core	dip:0002(small scale)		-
DIP-10773N|refseq:NP_417539|uniprotkb:P00579	DIP-9942N|refseq:NP_415183|uniprotkb:P77319	 -	-	-	-	MI:0401(biochemical)	-	pubmed:12059959|pubmed:DIP-4017S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0218(physical interaction)	MI:0465(dip)	DIP-45065E	dip-quality-status:core	dip:0002(small scale)		-
DIP-10773N|refseq:NP_417539|uniprotkb:P00579	DIP-10773N|refseq:NP_417539|uniprotkb:P00579	-	-	-	-	MI:0404(comigration in non denaturing gel electrophoresis)	-	pubmed:14687566|pubmed:DIP-4019S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0218(physical interaction)	MI:0465(dip)	DIP-45066E	dip-quality-status:core	dip:0002(small scale)		-
DIP-6873N|refseq:NP_312937|uniprotkb:P00575	DIP-10773N|refseq:NP_417539|uniprotkb:P00579	 -	-	-	-	MI:0069(mass spectrometry studies of complexes)|MI:0030(cross-linking study)|MI:0030(cross-linking study)|MI:0004(affinity chromatography technology)|MI:0404(comigration in non denaturing gel electrophoresis)|MI:0676(tandem affinity purification)|MI:0676(tandem affinity purification)	-	pubmed:14962387|pubmed:DIP-4044S|pubmed:321015|pubmed:DIP-4047S|pubmed:7918430|pubmed:DIP-4048S|pubmed:9560209|pubmed:DIP-4020S|pubmed:14962387|pubmed:DIP-4044S|pubmed:15690043|pubmed:DIP-4168S|pubmed:15690043|pubmed:DIP-4168S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0218(physical interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-45067E	dip-quality-status:core	dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)|dip:0005(high throughput)|dip:0005(high throughput)		-
DIP-10776N|refseq:NP_417669|uniprotkb:P24255	DIP-6873N|refseq:NP_312937|uniprotkb:P00575	 -	-	-	-	MI:0004(affinity chromatography technology)|MI:0676(tandem affinity purification)|MI:0676(tandem affinity purification)	-	pubmed:9560209|pubmed:DIP-4020S|pubmed:15690043|pubmed:DIP-4168S|pubmed:15690043|pubmed:DIP-4168S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0218(physical interaction)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-45068E	dip-quality-status:core	dip:0002(small scale)|dip:0005(high throughput)|dip:0005(high throughput)		-
DIP-6873N|refseq:NP_312937|uniprotkb:P00575	DIP-9648N|refseq:NP_288383|uniprotkb:P31804	 -	-	-	-	MI:0004(affinity chromatography technology)	-	pubmed:9560209|pubmed:DIP-4020S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0218(physical interaction)	MI:0465(dip)	DIP-45069E	dip-quality-status:core	dip:0002(small scale)		-
DIP-10776N|refseq:NP_417669|uniprotkb:P24255	DIP-10772N|refseq:NP_290619|uniprotkb:P00577	 -	-	-	-	MI:0004(affinity chromatography technology)|MI:0676(tandem affinity purification)	-	pubmed:9560209|pubmed:DIP-4020S|pubmed:15690043|pubmed:DIP-4168S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0218(physical interaction)|MI:0915(physical association)	MI:0465(dip)	DIP-45070E	dip-quality-status:core	dip:0002(small scale)|dip:0005(high throughput)		-
DIP-10776N|refseq:NP_417669|uniprotkb:P24255	DIP-6872N|refseq:NP_289856|uniprotkb:P00574	 -	-	-	-	MI:0004(affinity chromatography technology)|MI:0676(tandem affinity purification)	-	pubmed:9560209|pubmed:DIP-4020S|pubmed:15690043|pubmed:DIP-4168S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0218(physical interaction)|MI:0915(physical association)	MI:0465(dip)	DIP-45072E	dip-quality-status:core	dip:0002(small scale)|dip:0005(high throughput)		-
DIP-9648N|refseq:NP_288383|uniprotkb:P31804	DIP-6872N|refseq:NP_289856|uniprotkb:P00574	 -	-	-	-	MI:0004(affinity chromatography technology)	-	pubmed:9560209|pubmed:DIP-4020S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0218(physical interaction)	MI:0465(dip)	DIP-45073E	dip-quality-status:core	dip:0002(small scale)		-
DIP-10776N|refseq:NP_417669|uniprotkb:P24255	DIP-10800N|refseq:NP_312945|uniprotkb:P0AFX4	 -	-	-	-	MI:0004(affinity chromatography technology)	-	pubmed:9560209|pubmed:DIP-4020S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0218(physical interaction)	MI:0465(dip)	DIP-45074E	dip-quality-status:core	dip:0002(small scale)		-
DIP-10800N|refseq:NP_312945|uniprotkb:P0AFX4	DIP-10777N|refseq:NP_417221|uniprotkb:P13445	 -	-	-	-	MI:0004(affinity chromatography technology)	-	pubmed:9560209|pubmed:DIP-4020S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0218(physical interaction)	MI:0465(dip)	DIP-45075E	dip-quality-status:core	dip:0002(small scale)		-
DIP-10775N|refseq:NP_290009|uniprotkb:P00580	DIP-10800N|refseq:NP_312945|uniprotkb:P0AFX4	 -	-	-	-	MI:0004(affinity chromatography technology)	-	pubmed:9560209|pubmed:DIP-4020S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0218(physical interaction)	MI:0465(dip)	DIP-45076E	dip-quality-status:core	dip:0002(small scale)		-
DIP-10800N|refseq:NP_312945|uniprotkb:P0AFX4	DIP-9648N|refseq:NP_288383|uniprotkb:P31804	 -	-	-	-	MI:0004(affinity chromatography technology)	-	pubmed:9560209|pubmed:DIP-4020S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0218(physical interaction)	MI:0465(dip)	DIP-45077E	dip-quality-status:core	dip:0002(small scale)		-
DIP-9462N|refseq:NP_414751|uniprotkb:P03007	DIP-9458N|refseq:NP_414726|uniprotkb:P10443	 -	-	-	-	MI:0018(two hybrid)|MI:0071(molecular sieving)|MI:0404(comigration in non denaturing gel electrophoresis)|MI:0363(inferred by author)|MI:0018(two hybrid)|MI:0401(biochemical)|MI:0018(two hybrid)|MI:0071(molecular sieving)|MI:0676(tandem affinity purification)|MI:0676(tandem affinity purification)	-	pubmed:15090519|pubmed:DIP-4034S|pubmed:368075|pubmed:DIP-4098S|pubmed:368075|pubmed:DIP-4098S|pubmed:19402753|pubmed:DIP-12313S|pubmed:9515927|pubmed:DIP-4029S|pubmed:15352874|pubmed:DIP-4108S|pubmed:10217794|pubmed:DIP-4035S|pubmed:15352874|pubmed:DIP-4108S|pubmed:15690043|pubmed:DIP-4168S|pubmed:15690043|pubmed:DIP-4168S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0915(physical association)|MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-45084E	dip-quality-status:core	dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)|dip:0005(high throughput)|dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)|dip:0005(high throughput)|dip:0005(high throughput)		-
DIP-9462N|refseq:NP_414751|uniprotkb:P03007	DIP-9935N|refseq:NP_288279|uniprotkb:P28689	 -	-	-	-	MI:0018(two hybrid)|MI:0071(molecular sieving)|MI:0069(mass spectrometry studies of complexes)|MI:0018(two hybrid)|MI:0404(comigration in non denaturing gel electrophoresis)|MI:0676(tandem affinity purification)|MI:0676(tandem affinity purification)	-	pubmed:10217794|pubmed:DIP-4035S|pubmed:368075|pubmed:DIP-4098S|pubmed:15459336|pubmed:DIP-4097S|pubmed:9515927|pubmed:DIP-4029S|pubmed:368075|pubmed:DIP-4098S|pubmed:15690043|pubmed:DIP-4168S|pubmed:15690043|pubmed:DIP-4168S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-45085E	dip-quality-status:core	dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)|dip:0005(high throughput)|dip:0005(high throughput)		-
DIP-10219N|refseq:NP_416111|uniprotkb:P50456	DIP-10602N|refseq:NP_309506|uniprotkb:P05053	 -	-	-	-	MI:0028(cosedimentation in solution)|MI:0004(affinity chromatography technology)|MI:0004(affinity chromatography technology)|MI:0004(affinity chromatography technology)|MI:0107(surface plasmon resonance)	-	pubmed:11157755|pubmed:DIP-4030S|pubmed:12529317|pubmed:DIP-4032S|pubmed:11032802|pubmed:DIP-4031S|pubmed:11032802|pubmed:DIP-4031S|pubmed:11157755|pubmed:DIP-4030S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0407(direct interaction)	MI:0465(dip)	DIP-45086E	dip-quality-status:core	dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)		-
DIP-6179N|refseq:NP_416912|uniprotkb:P08837	DIP-10602N|refseq:NP_309506|uniprotkb:P05053	 -	-	-	-	MI:0004(affinity chromatography technology)|MI:0107(surface plasmon resonance)	-	pubmed:11157755|pubmed:DIP-4030S|pubmed:11157755|pubmed:DIP-4030S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0218(physical interaction)|MI:0407(direct interaction)	MI:0465(dip)	DIP-45087E	dip-quality-status:core	dip:0002(small scale)|dip:0002(small scale)		-
DIP-10219N|refseq:NP_416111|uniprotkb:P50456	DIP-10219N|refseq:NP_416111|uniprotkb:P50456	-	-	-	-	MI:0071(molecular sieving)|MI:0071(molecular sieving)	-	pubmed:18319344|pubmed:DIP-4752S|pubmed:12529317|pubmed:DIP-4032S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0407(direct interaction)|MI:0218(physical interaction)	MI:0465(dip)	DIP-45088E	dip-quality-status:core	dip:0002(small scale)|dip:0002(small scale)		-
DIP-9931N|refseq:NP_415173|uniprotkb:P28630	DIP-9932N|refseq:NP_415617|uniprotkb:P28631	 -	-	-	-	MI:0107(surface plasmon resonance)|MI:0071(molecular sieving)|MI:0071(molecular sieving)|MI:0401(biochemical)|MI:0107(surface plasmon resonance)|MI:0069(mass spectrometry studies of complexes)|MI:0363(inferred by author)|MI:0028(cosedimentation in solution)|MI:0028(cosedimentation in solution)|MI:0071(molecular sieving)|MI:0676(tandem affinity purification)	-	pubmed:11809766|pubmed:DIP-4114S|pubmed:3283126|pubmed:DIP-4038S|pubmed:11809766|pubmed:DIP-4114S|pubmed:3283126|pubmed:DIP-4038S|pubmed:11518714|pubmed:DIP-4113S|pubmed:20223211|pubmed:DIP-14485S|pubmed:19402753|pubmed:DIP-12313S|pubmed:11518714|pubmed:DIP-4113S|pubmed:8505304|pubmed:DIP-4036S|pubmed:8505304|pubmed:DIP-4036S|pubmed:15690043|pubmed:DIP-4168S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0407(direct interaction)|MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0915(physical association)|MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0218(physical interaction)|MI:0915(physical association)	MI:0465(dip)	DIP-45089E	dip-quality-status:core	dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)|dip:0004(small scale)|dip:0005(high throughput)|dip:0002(small scale)|dip:0002(small scale)|dip:0002(small scale)|dip:0005(high throughput)		-
